Affectation;Sous-Affectation;Désignation;Informations liées (Identification, Désignation, N° de série);Identification;Gamme;Tolérance;Avis;Etat d'utilisation;Date d'intervention;Prochaine date d'intervention;Périodicité;N° de série;Commentaire
SCR;A-SCR-02;NI 9215;;CLAB0286;-10/+10 V;±0,2 %RV;Conforme;En service;06/10/2021 00:00:00;06/10/2024 00:00:00;36 Mois;1401118;
SCR;A-SCR-02;NI 9219;;CLAB0287;"±60 V; ±15 V; ±4 V; ±1 V; ±125 mV; ±25 mA; 1kOhm; 10 kOhm ±125 mV Temp";"±0,3 %RV;±0,1 %RV;±0,1 %RV;±0,1 %RV;±0,2 %RV";Conforme;En service;02/12/2021 00:00:00;02/12/2024 00:00:00;36 Mois;EB3223;
SCR;A-SCR-02;NI 9401;;CLAB0288;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;13EA4E9;
SCR;A-SCR-02;NI 9215;;CLAB0289;-10/+10 V;±0,2 %RV;Conforme;En service;06/10/2021 00:00:00;06/10/2024 00:00:00;36 Mois;17478B5;
ASS;ASS-035 (PHOENIX);NI 9219;;CLAB0290;"-60/60 V; -15/15 V; -4/4 V-1/1 V; -125/125 mV-25/25 mA1kOhm ; 10 kOhm± 125 mVTemp)";± 0,3% RV± 0,1% RV± 0,1% RV± 0,1% RV± 0,2% RV;;Réformé;;;;EACABD;
LAB;JULIEN GUEIB;NI USB 6211;;CLAB0291;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";Conforme;Sommeil;11/09/2018 00:00:00;;36 Mois;14FDC92;
FEP;FEP-031;NI USB 6211;;CLAB0292;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";;Non soumis à l'étalonnage;;;;1849C82;
SCR;PPX-SCR-XX;NI CDAQ 9178;;CLAB0293;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;194D9F3;
SCR;PPM-SCR-18;NI 9215;;CLAB0294;-10/+10 V;±0,2 %RV;;Perdu;;;;1543DC8;
SCR;A-SCR-02;NI 9472;;CLAB0295;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;193564F;
SCR;A-SCR-02;NI 9211;;CLAB0296;-80/+80 mV;±0,06 %RV;Conforme;Sommeil;21/07/2021 00:00:00;21/07/2024 00:00:00;36 Mois;154CC26;
SCR;A-SCR-02;NI 9211;;CLAB0297;-80/+80 mV;±0,06 %RV;Conforme;En service;21/07/2021 00:00:00;21/07/2024 00:00:00;36 Mois;1928A33;
SCR;A-SCR-02;NI 9221;;CLAB0298;±60 V;±0,25 %RV;;Perdu;;;;189A2A5;
SCR;PPM-SCR-09;NI CDAQ 9178;;CLAB0299;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;194DA42;
SCR;A-SCR-02;NI 9221;;CLAB0300;±60 V;±0,25 %RV;;Perdu;;;;18FD1D9;
SCR;A-SCR-02;NI 9221;;CLAB0301;±60 V;±0,25 %RV;Conforme;En service;20/07/2021 00:00:00;20/07/2024 00:00:00;36 Mois;189DA2C2;
SCR;PVC-SCR-03;NI 9215;;CLAB0302;-10/+10 V;±0,2 %RV;;Perdu;;;;1543D6A;
SCR;A-SCR-02;NI 9211;;CLAB0303;-80/+80 mV;±0,06 %RV;;Perdu;;;;1928A5E;
SCR;A-SCR-02;NI 9211;;CLAB0304;-80/+80 mV;±0,06 %RV;Conforme;Sommeil;18/07/2018 00:00:00;18/07/2021 00:00:00;36 Mois;1928A40;
SCR;A-SCR-02;NI 9472;;CLAB0305;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;193566E;
SCR;ARMOIRE;NI USB 6211;;CLAB0306;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";;Perdu;;;;191CCF3;
FEP;FEP-031;NI USB 6211;;CLAB0307;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";Conforme;Etalonnage/Vérification en cours;11/09/2018 00:00:00;26/08/2022 00:00:00;36 Mois;184C9B;
SCR;A-SCR-02;NI USB 6211;;CLAB0308;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";Conforme;En service;19/11/2021 00:00:00;19/11/2024 00:00:00;36 Mois;158C758;
SCR;A-SCR-02;NI USB 6211;;CLAB0309;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";Conforme;Sommeil;15/12/2021 00:00:00;15/12/2024 00:00:00;36 Mois;14FDD39;
SCR;J. GUEIB;NI USB 6211;;CLAB0310;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";Conforme;En service;25/04/2022 00:00:00;25/04/2025 00:00:00;36 Mois;191CCB6;
FEP;FEP-030;NI USB 6211;;CLAB0311;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";;Non soumis à l'étalonnage;;;;7846A1D;
SCR;ARMOIRE;NI USB 6211;;CLAB0312;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";;Réformé;;;;186F424;18/09/2018: Réformé.
LAB;ARMOIRE;NI USB 6211;;CLAB0313;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";Conforme;En service;11/09/2018 00:00:00;27/04/2024 00:00:00;36 Mois;158C7CE;
COM;COM-001 (BANC JAUGEAGE COMPIÈG;NI CDAQ 9178;;CLAB0314;Approach device;Approach device;;Non soumis à l'étalonnage;;;;1484072;
COM;COM-001 (BANC JAUGEAGE COMPIÈG;NI 9485;;CLAB0315;Approach device;Approach device;;Non soumis à l'étalonnage;;;;149A2FD;
COM;COM-001 (BANC JAUGEAGE COMPIÈG;NI 9219;;CLAB0316;Approach device;Approach device;;Non soumis à l'étalonnage;;;;14AC0E;
COM;COM-001 (BANC JAUGEAGE COMPIÈG;NI 9485;;CLAB0317;Approach device;Approach device;;Non soumis à l'étalonnage;;;;149A2F2;
COM;COM-001 (BANC JAUGEAGE COMPIÈG;NI 9219;;CLAB0318;Approach device;Approach device;;Non soumis à l'étalonnage;;;;14AC0E1;
COM;COM-001 (BANC JAUGEAGE COMPIÈG;NI 9485;;CLAB0319;Approach device;Approach device;;Non soumis à l'étalonnage;;;;149A28E;
COM;COM-001 (BANC JAUGEAGE COMPIÈG;NI 9219;;CLAB0320;Approach device;Approach device;;Non soumis à l'étalonnage;;;;14AC0E3;
FEP;COM-001 (BANC JAUGEAGE COMPIÈG;NI BNC-2090;;CLAB0321;Approach device;Approach device;;Non soumis à l'étalonnage;;;;CFE084;
SCR;A-SCR-02;NI 9472;;CLAB0322;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;1865523;
SCR;A-SCR-02;NI USB 6211;;CLAB0323;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";Conforme;Sommeil;25/06/2019 00:00:00;25/06/2022 00:00:00;36 Mois;196A051;
LAB;JULIEN GUEIB;NI USB 6211;;CLAB0324;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";Conforme;Sommeil;11/09/2018 00:00:00;;36 Mois;1846A16;
MAG;MAGASIN;NI USB 6211;;CLAB0325;Réformé;Réformé;;Réformé;;;;NA;
LAB;PROTO BANC TEST FONCTIONNEL ;NI USB 6211;;CLAB0326;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";;Perdu;;;;158C7C2;
SCR;A-SCR-02;NI 9219;;CLAB0327;"±60 V; ±15 V; ±4 V; ±1 V; ±125 mV; ±25 mA; 1kOhm; 10 kOhm ±125 mV Temp";"±0,3 %RV;±0,1 %RV;±0,1 %RV;±0,1 %RV;±0,2 %RV";Conforme;En service;02/12/2021 00:00:00;02/12/2024 00:00:00;36 Mois;181AFBA;
LAB;JULIEN GUEIB;NI USB 6008;;CLAB0328;-10/+10 V;±14,7 mV;Conforme;En service;21/09/2018 16:37:05;04/05/2024 16:37:05;36 Mois;12B88AC;
LAB;MAGASIN\ DEV USB 1;NI USB 9162;;CLAB0329;Approach device;Approach device;;Non soumis à l'étalonnage;;;;15971CC;
SCR;PPM-SCR-12;NI 9211;;CLAB0330;-80/+80 mV;±0,06 %RV;;Perdu;;;;E01FE4;
LAB;DEV-USB 2,1;NI USB 9162;;CLAB0331;Approach device;Approach device;;Non soumis à l'étalonnage;;;;157C10F;
LAB;JULIEN GUEIB;NI USB 6008;;CLAB0333;-10/+10 V;±14,7 mV;Conforme;En service;21/09/2018 00:00:00;04/05/2024 00:00:00;36 Mois;1183EA8;
SCR;PPM-SCR-27;NI CDAQ 9178;;CLAB0334;0/5 MHz;±50 ppm RV;;Non soumis à l'étalonnage;;;;189F971;
SCR;A-SCR-02;NI 9211;;CLAB0335;-80/+80 mV;±0,06 %RV;Conforme;En service;25/05/2021 00:00:00;25/05/2024 00:00:00;36 Mois;1808C0B;
SCR;A-SCR-02;NI 9211;;CLAB0336;-80/+80 mV;±0,06 %RV;Conforme;En service;25/05/2021 00:00:00;25/05/2024 00:00:00;36 Mois;1894EB3;
SCR;A-SCR-02;NI 9215;;CLAB0337;-10/+10 V;±0,2  %RV;Conforme;Sommeil;14/01/2021 00:00:00;14/01/2024 00:00:00;36 Mois;1418954;
LAB;MAGASIN;NI USB 9162;;CLAB0338;Approach device;Approach device;;Non soumis à l'étalonnage;;;;157C216;
SCR;A-SCR-02;NI USB 6211;;CLAB0340;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";Conforme;En service;19/11/2021 00:00:00;19/11/2024 00:00:00;36 Mois;191CCB0;
LAB;MAG-003;NI USB 6008;;CLAB0341;-10/+10 V;±14,7 mV;;Non soumis à l'étalonnage;;;;14040C2;
SCR;PPM-SCR-13;NI 9211;;CLAB0342;-80/+80 mV;±0,06 %RV;;Non soumis à l'étalonnage;;;;E01FDC;
LAB;MAGASIN;NI USB 9162;;CLAB0343;Approach device;Approach device;;Non soumis à l'étalonnage;;;;151FDAE;
SCR;PPX-SCR-XX;NI CDAQ 9178;;CLAB0344;0/5 MHz;±50 ppm RV;;Non soumis à l'étalonnage;;;;12A6246;
SCR;PPM-SCR-15;NI 9211;;CLAB0345;-80/+80 mV;±0,06 %RV;;Perdu;;;;17775B9;
MAG;MOYEN ;NI 9203;;CLAB0346;Approach device;Approach device;;Non soumis à l'étalonnage;;;;1AE806B;
SCR;A-SCR-02;NI 9211;;CLAB0347;-80/+80 mV;±0,06 %RV;;Perdu;;;;1B35375;
SCR;PPM-SCR-11;NI 9211;;CLAB0348;-80/+80 mV;±0,06 %RV;;Non soumis à l'étalonnage;;;;1B8864D;
SCR;A-SCR-02;NI 9211;;CLAB0349;-80/+80 mV;±0,06 %RV;Conforme;En service;22/04/2022 00:00:00;22/04/2025 00:00:00;36 Mois;1B3537A;
SCR;A-SCR-02;NI 9211;;CLAB0350;-80/+80 mV;±0,06 %RV;Conforme;Sommeil;21/07/2021 00:00:00;21/07/2024 00:00:00;36 Mois;1B353CD;
SCR;A-SCR-02;NI 9211;;CLAB0351;-80/+80 mV;±0,06 %RV;;Perdu;;;;1B3536E;
SCR;PPM 8: GEN 2;NI 9211;;CLAB0352;Approach device;Approach device;;Non soumis à l'étalonnage;;;;1B31586;
SCR;A-SCR-02;NI 9211;;CLAB0353;-80/+80 mV;±0,06 %RV;Conforme;En service;04/07/2022 00:00:00;04/07/2025 00:00:00;36 Mois;1B353CC;
SCR;A-SCR-02;NI 9211;;CLAB0354;-80/+80 mV;±0,06 %RV;Conforme;Etalonnage/Vérification en cours;25/06/2019 00:00:00;25/06/2022 00:00:00;36 Mois;1B353C1;
SCR;A-SCR-02;NI 9211;;CLAB0355;-80/+80 mV;±0,06 %RV;Conforme;En service;04/07/2022 00:00:00;04/07/2025 00:00:00;36 Mois;1B35374;
SCR;A-SCR-02;NI 9211;;CLAB0356;-80/+80 mV;±0,06 %RV;;Perdu;;;;1B353BE;
LAB;MAGASIN;NI 9211;;CLAB0357;-80/+80 mV;±0,06 %RV;;Non soumis à l'étalonnage;;;;1B353C2;
FEP;FEP-001 A;NI 9211;;CLAB0358;-80/+80 mV;±0,06 %RV;Conforme;En service;04/07/2022 00:00:00;04/07/2025 00:00:00;36 Mois;1B35379;
SCR;PPM-SCR-14;NI 9215;;CLAB0359;-10/+10 V;±0,2 %RV;;Perdu;;;;1B07018;
SCR;PPS-SCR-03;NI 9211;;CLAB0360;-10/+10 V;±0,2  %RV;;Perdu;;;;1B06FDB;
SCR;A-SCR-02;NI 9215;;CLAB0361;-10/+10 V;±0,2  %RV;Conforme;En service;04/07/2022 00:00:00;04/07/2025 00:00:00;36 Mois;1B06FDA;
SCR;PPS-SCR-08;NI 9215;;CLAB0362;-10/+10 V;±0,2 %RV;;Perdu;;;;1B13EEF;
SCR;A-SCR-02;NI 9215;;CLAB0363;-10/+10 V;±0,2 %RV;Conforme;Etalonnage/Vérification en cours;29/08/2019 00:00:00;29/08/2022 00:00:00;36 Mois;1B13ECC;
SCR;A-SCR-02;NI 9215;;CLAB0364;-10/+10 V;±0,2 %RV;;Perdu;;;;1B13ECE;
SCR;A-SCR-02;NI 9215;;CLAB0365;-10/+10 V;±0,2 %RV;Conforme;En service;04/07/2022 00:00:00;04/07/2025 00:00:00;36 Mois;1B06FE5;
SCR;PPM-SCR-08;NI 9215;;CLAB0366;-10/+10 V;±0,2 %RV;;Perdu;;;;1B13ED3;
SCR;PPM-SCR-10;NI 9215;;CLAB0367;-10/+10 V;±0,2  %RV;Conforme;En service;19/07/2021 00:00:00;19/07/2024 00:00:00;36 Mois;1B07019;
SCR;PPM-SCR-20;NI 9215;;CLAB0368;-10/+10 V;±0,2 %RV;;Perdu;;;;1B13ED8;
SCR;PPM-SCR-29;NI 9215;;CLAB0369;-10/+10 V;±0,2 %RV;;Perdu;;;;1B06FF9;
SCR;A-SCR-02;NI 9215;;CLAB0370;-10/+10 V;±0,2 %RV;Conforme;En service;06/10/2021 00:00:00;06/10/2024 00:00:00;36 Mois;1B06FD7;
LAB;PVC 4;NI PCIe 6612;;CLAB0371;Approach device;Approach device;;Non soumis à l'étalonnage;;;;HC3140120;
LAB;MAGASIN;NI PCIe 6612;;CLAB0372;Approach device;Approach device;;Non soumis à l'étalonnage;;;;HC3140098;
LAB;PVC 3;NI PCIe 6612;;CLAB0373;Approach device;Approach device;;Non soumis à l'étalonnage;;;;HC3140118;
LAB;PVC 5;NI PCIe 6612;;CLAB0374;Approach device;Approach device;;Non soumis à l'étalonnage;;;;HC3140117;
LAB;PVC 6;NI PCIe 6612;;CLAB0375;Approach device;Approach device;;Non soumis à l'étalonnage;;;;HC3140122;
LAB;MAGASIN;NI PCIe 6612;;CLAB0376;Approach device;Approach device;;Non soumis à l'étalonnage;;;;HC3140121;
MAG;MAGASIN;NI CDAQ 9178;;CLAB0377;Approach device;Approach device;;Non soumis à l'étalonnage;;;;1B46817;
SCR;PVC-SCR-05;NI CDAQ 9178;;CLAB0378;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;1B467E9;
SCR;PPX-SCR-XX;NI CDAQ 9178;;CLAB0379;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;1B46803;
MAG;MAGASIN;NI CDAQ 9178;;CLAB0380;Approach device;Approach device;;Non soumis à l'étalonnage;;;;1B46836;
MAG;MAGASIN;NI CDAQ 9178;;CLAB0381;Approach device;Approach device;;Non soumis à l'étalonnage;;;;1B46843;
SCR;PPX-SCR-XX;NI CDAQ 9178;;CLAB0382;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;1B467CF;
SCR;A-SCR-02;NI 9203;;CLAB0383;4/20 mA;±0,18 %RV;Conforme;En service;20/07/2021 00:00:00;20/07/2024 00:00:00;36 Mois;1B727B4;
SCR;A-SCR-02;NI 9203;;CLAB0384;4/20 mA;±0,18 %RV;Conforme;En service;29/12/2020 00:00:00;29/12/2023 00:00:00;36 Mois;1B726E9;
SCR;A-SCR-02;NI 9472;;CLAB0385;(;Approach device;;Non soumis à l'étalonnage;;;;1B6FD99;
SCR;A-SCR-02;NI 9472;;CLAB0386;(;Approach device;;Non soumis à l'étalonnage;;;;1B6FD94;
SCR;A-SCR-02;NI 9472;;CLAB0387;(;Approach device;;Non soumis à l'étalonnage;;;;1B6FD96;
SCR;A-SCR-02;NI 9472;;CLAB0388;(;Approach device;;Sommeil;;;;1B6FD95;
SCR;A-SCR-02;NI 9472;;CLAB0389;(;Approach device;;Non soumis à l'étalonnage;;;;1B6FD8B;
SCR;A-SCR-02;NI 9472;;CLAB0390;(;Approach device;;Non soumis à l'étalonnage;;;;1B6FD89;
MAG;ARMOIRE;NI 9215 WITH BNC;;CLAB0391;-10/+10 V;±0,2 %RV;;Non soumis à l'étalonnage;;;;1B82237;
CAL;ARMOIRE;NI 9215 WITH BNC;;CLAB0392;-10/+10 V;±0,2 %RV;Conforme;En service;24/02/2021 00:00:00;24/02/2024 00:00:00;36 Mois;1B8223B;
LAB;P. GAUDEMER;NI USB 6211;;CLAB0393;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";Conforme;En service;06/10/2021 00:00:00;06/10/2024 00:00:00;36 Mois;1849C8F;
SCR;A-SCR-02;NI USB 6211;;CLAB0394;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";Conforme;Sommeil;15/12/2021 00:00:00;15/12/2024 00:00:00;36 Mois;1B78A5E;
MET;MET014 (BURST LAVAL);NI USB 6211;;CLAB0395;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";;Non soumis à l'étalonnage;;;;1B78A06;
SCR;A-SCR-02;NI USB 6211;;CLAB0396;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";;Réformé;;;;1B82E73;
LAB;B. GAZAUD;NI USB 6211;;CLAB0397;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";;Perdu;;;;1B82E72;
SCR;A-SCR-02;NI USB 6211;;CLAB0398;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";Conforme;En service;05/08/2020 00:00:00;05/08/2023 00:00:00;36 Mois;1B82ECA;
SCR;A-SCR-02;NI 9211;;CLAB0399;-80/+80 mV;±0,06 %RV;Conforme;En service;17/08/2020 00:00:00;17/08/2023 00:00:00;36 Mois;1BC2E30;
SCR;PPM-SCR-02;NI 9211;;CLAB0400;-80/+80 mV;±0,06 %RV;Conforme;En service;17/08/2020 21:27:21;17/08/2023 21:27:21;36 Mois;1BC2E74;
LAB;ARMOIRE;NI 9215;;CLAB0401;-10/+10 V;±0,2  %RV;;Perdu;;;;1BBE190;
LAB;ARMOIRE;NI 9215;;CLAB0402;-10/+10 V;±0,2  %RV;;Perdu;;;;1BBE189;
LAB;MAGASIN;NI PCIe 6612;;CLAB0403;Approach device;Approach device;;Non soumis à l'étalonnage;;;;1BACA55;
LAB;ARMOIRE;ni 9263;;CLAB0404;± 10V;± 0,1% RV;Conforme;En service;04/07/2022 00:00:00;04/07/2025 00:00:00;36 Mois;1C0AE8E;
SCR;A-SCR-02;NI 9263;;CLAB0405;±10 V;±0,1 %RV;Conforme;Sommeil;10/08/2019 00:00:00;;36 Mois;1C10ADFD;
SCR;ARMOIRE;NI 9263;;CLAB0406;±10 V;Approach device;Conforme;En service;25/04/2022 00:00:00;25/04/2025 00:00:00;36 Mois;1C0AE8A;
SCR;A-SCR-02;NI 9263;;CLAB0407;±10 V;±0,1 %RV;Conforme;En service;19/11/2021 00:00:00;19/11/2024 00:00:00;36 Mois;1C0AE8C;
LAB;J. CUVILLIEZ;NI 9263;;CLAB0408;Approach device;Approach device;;Non soumis à l'étalonnage;;;;1C0AE89;
LAB;MAGASIN;NI PCIe 6612;;CLAB0409;Approach device;Approach device;;Non soumis à l'étalonnage;;;;HC5127523;
CAL;ARMOIRE;NI 9215 WITH BNC;;CLAB0410;-10/+10 V;±0,2  %RV;Conforme;En service;25/05/2021 00:00:00;25/05/2024 00:00:00;36 Mois;1CA478D;
SCR;PPM-SCR-01;NI 9211;;CLAB0411;-80/+80 mV;±0,06 %RV;;Non soumis à l'étalonnage;;;;1C8E6CD;
SCR;PPM-SCR-14;NI 9215;;CLAB0412;-10/+10 V;±0,2  %RV;Conforme;En service;25/05/2021 00:00:00;25/05/2024 00:00:00;36 Mois;1CAB2E4;
SCR;A-SCR-02;NI 9263;;CLAB0413;±10 V;±0,1  %RV;Conforme;En service;06/10/2021 00:00:00;06/10/2024 00:00:00;36 Mois;1CAC4F3;
LAB;J. CUVILLIEZ;NI 9263;;CLAB0414;±10 V;±0,1  %RV;;Perdu;;;;1CAC4F2;
SCR;PPM-SCR-14;NI 9263;;CLAB0415;±10 V;±0,1 %RV;Conforme;En service;27/05/2021 00:00:00;27/05/2024 00:00:00;36 Mois;1CAC4FE;
SCR;A-SCR-02;NI 9263;;CLAB0416;±10 V;±0,1  %RV;Conforme;En service;06/10/2021 00:00:00;06/10/2024 00:00:00;36 Mois;1CAC4FB;
SCR;PPM-SCR-29;NI CDAQ 9178;;CLAB0417;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;1C85178;
SCR;A-SCR-02;NI 9211;;CLAB0418;-80/+80 mV;±0,06 %RV;Conforme;En service;24/02/2021 09:16:57;24/02/2024 09:16:57;36 Mois;1C8E6ED;
SCR;A-SCR-02;NI 9211;;CLAB0419;-80/+80 mV;±0,06 %RV;Conforme;En service;14/04/2021 00:00:00;14/04/2024 00:00:00;36 Mois;1C8E690;
SCR;A-SCR-02;NI 9215 WITH BNC;;CLAB0420;-10/+10 V;±0,2 %RV;Conforme;En service;25/05/2021 00:00:00;25/05/2024 00:00:00;36 Mois;1CA5F52;
CAL;ARMOIRE;NI 9215 WITH BNC;;CLAB0421;-10/+10 V;±0,2 %RV;Conforme;En service;24/02/2021 00:00:00;24/02/2024 00:00:00;36 Mois;1CA5F50;
SCR;A-SCR-02;NI 9472;;CLAB0422;(;Approach device;;Non soumis à l'étalonnage;;;;1C9862A;
SCR;PPX-SCR-XX;NI PCIe 6612;;CLAB0423;NA;Approach device;;Non soumis à l'étalonnage;;;;1C8691C;
SCR;PPX-SCR-XX;NI CDAQ 9178;;CLAB0424;0/5 MHz;±50 ppm RV;;Non soumis à l'étalonnage;;;;1C91944;
SCR;A-SCR-02;NI 9211;;CLAB0425;-80/+80 mV;±0,06 %RV;Conforme;En service;14/04/2021 00:00:00;14/04/2024 00:00:00;36 Mois;1C8E69F;
SCR;PPM-SCR-19;NI 9211;;CLAB0426;-80/+80 mV;±0,06 %RV;Conforme;En service;21/07/2021 00:00:00;21/07/2024 00:00:00;36 Mois;1C9C006;
SCR;A-SCR-02;NI 9215 WITH BNC;;CLAB0427;-10/+10 V;±0,2 %RV;Conforme;En service;14/04/2021 00:00:00;14/04/2024 00:00:00;36 Mois;1CA5F5A;
CAL;ARMOIRE;NI 9215 WITH BNC;;CLAB0428;-10/+10 V;±0,2 %RV;Conforme;En service;24/02/2021 00:00:00;24/02/2024 00:00:00;36 Mois;1CA5F40;
SCR;A-SCR-02;NI 9472;;CLAB0429;(;Approach device;;Non soumis à l'étalonnage;;;;1C98665;
SCR;PPX-SCR-XX;NI PCIe 6612;;CLAB0430;NA;Approach device;;Non soumis à l'étalonnage;;;;1C8691D;
SCR;PPM-SCR-13;NI CDAQ 9178;;CLAB0431;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;1C8521E;
SCR;PPM-SCR-11;NI 9211;;CLAB0432;Approach device;Approach device;;Non soumis à l'étalonnage;;;;1C9C001;
SCR;A-SCR-02;NI 9211;;CLAB0433;Approach device;Approach device;;Non soumis à l'étalonnage;;;;1C9C00F;
SCR;A-SCR-02;NI 9215 WITH BNC;;CLAB0434;-10/+10 V;±0,2 %RV;Conforme;En service;14/04/2021 00:00:00;14/04/2024 00:00:00;36 Mois;1CA5F42;
SCR;A-SCR-02;NI 9215 WITH BNC;;CLAB0435;-10/+10 V;±0,2 %RV;Conforme;En service;14/12/2021 00:00:00;14/12/2024 00:00:00;36 Mois;1CA5F41;
SCR;A-SCR-02;NI 9472;;CLAB0436;(;Approach device;;Non soumis à l'étalonnage;;;;1C65D55;
SCR;PPX-SCR-XX;NI PCIe 6612;;CLAB0437;NA;Approach device;;Non soumis à l'étalonnage;;;;1C86914;
SCR;SCR-010 GAUGING BENCH;pcie 9114;;CLAB0438;Approach device;Approach device;;Non soumis à l'étalonnage;;;;sans;
SCR;A-SCR-02;NI 9263;;CLAB0439;±10 V;±0,1 %RV;;Perdu;;;;HC5384377;
SCR;A-SCR-02;NI 9263;;CLAB0440;±10 V;±0,1 %RV;Conforme;En service;28/05/2021 00:00:00;28/05/2024 00:00:00;36 Mois;HC5384377;
SCR;A-SCR-02;NI 9263;;CLAB0441;±10 V;±0,1 %RV;Conforme;En service;25/04/2022 00:00:00;25/04/2025 00:00:00;36 Mois;HC5462317;
SCR;A-SCR-02;NI 9263;;CLAB0442;±10 V;±0,1 %RV;Conforme;En service;28/05/2021 00:00:00;28/05/2024 00:00:00;36 Mois;HC5403080;
SCR;A-SCR-02;NI 9263;;CLAB0443;±10 V;±0,1 %RV;Conforme;En service;28/05/2021 00:00:00;28/05/2024 00:00:00;36 Mois;HC5437371;
LAB;ARMOIRE MOYEN;NI CDAQ 9178;;CLAB0444;0/5 MHz;± 50 ppm RV;;Non soumis à l'étalonnage;;;;196654C-01L;
SCR;A-SCR-02;NI 9203;;CLAB0445;4/20 mA;±0,18 %RV;Conforme;En service;15/12/2021 00:00:00;15/12/2024 00:00:00;36 Mois;1D4AD8E;
SCR;A-SCR-02;NI 9203;;CLAB0446;4/20 mA;±0,18 %RV;Conforme;En service;22/12/2021 00:00:00;22/12/2024 00:00:00;36 Mois;1D4ADC7;
MAG;MOYEN ;NI 9203;;CLAB0450;Approach device;Approach device;;Non soumis à l'étalonnage;;;;1C9E1F9;
MAG;MOYEN ;NI 9203;;CLAB0451;Approach device;Approach device;;Non soumis à l'étalonnage;;;;1AE8071;
MAG;MOYEN ;NI 9203;;CLAB0452;Approach device;Approach device;;Non soumis à l'étalonnage;;;;1C9E29C;
MAG;MOYEN ;NI 9215;;CLAB0453;Approach device;Approach device;;Non soumis à l'étalonnage;;;;1C00220;
SCR;A-SCR-01;NI CDAQ 9174;;CLAB0501;Approach Device;Approach Device;;Non soumis à l'étalonnage;;;;1CB0DAE;
SCR;PPM-SCR-01;NI CDAQ 9178;;CLAB0502;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;;
