Code;Identification;Désignation complète;Avis
PLAST-60;CMAG0274;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CMAG0275;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CMAG0277;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CMAG0278;Pressure sensor - -1/+1 bar (Tol:±10 mbar);Conforme
PLAST-60;CMAG0279;Pressure sensor - -1/+1 bar (Tol:±10 mbar);Conforme
PLAST-60;CMAG0282;Pressure gauge PRESSION RELATIVE 0/2,5 bar (Tol:±50 mbar);Conforme
PLAST-60;CMAG0284;"Thermohygrometer - 0/50 °C; 95 % HR (Tol:±0,5 °C; ±3 %HR)";Non conforme
PLAST-60;CMAG0285;Pressure gauge PRESSION RELATIVE 0/197 mbar (Tol:±1 mbar);Conforme
PLAST-60;CMAG0286;Gas flowmeter GAZ 0/60 L/h (Tol:±5 L/h);Conforme
PLAST-60;CMAG0287;Gas flowmeter GAZ 180/1800 L/h (Tol:±100 L/h);Voir documents
PLAST-60;CMAG0288;Liquid flowmeter LIQUIDE 0/100 L/h (Tol:±1 L/h);Non conforme
PLAST-60;CMAG0289;Gas flowmeter GAZ 100/1000 L/h (Tol:±50 L/h);Conforme
PLAST-60;CMAG0295;Pressure measuring chain - 0/1 bar abs (Tol:±10 mbar);Conforme
PLAST-60;CMAG0296;Liquid flowmeter LIQUIDE Réformé (Tol:Réformé);Non conforme
PLAST-60;CMAG0297;Function generator - 2 Hz/2000 kHz (Tol:manufacturer spec);Conforme
PLAST-60;CMAG0299;Flowmeter - 600/16000 L/h (Tol:±2 %RV);Voir résultats dans Certificat
PLAST-60;CMAG0300;Pressure gauge PRESSION RELATIVE -1/+3 bar (Tol:±30 mbar);Conforme
PLAST-60;CMAG0301;Pressure gauge PRESSION RELATIVE -1/+3 bar (Tol:±30 mbar);Conforme
PLAST-60;CMAG0302;Pressure gauge PRESSION RELATIVE -1/+3 bar (Tol:±30 mbar);Conforme
PLAST-60;CMAG0303;Pressure gauge PRESSION RELATIVE -1/+3 bar (Tol:±30 mbar);Conforme
PLAST-60;CMAG0305;"X channel data logger - -40/+100°C; 0/20mV; 0/50mV; 0/100mV; 0/200mV; 0/500mV; 0/1V; 0/2V; 0/5V; 0/10V; 1/5V; 4/20mA (Tol:±1 °C; ±0,1 %FS; ±0,4 %RV)";Conforme
PLAST-60;CMAG0306;"X channel data logger - --40/+100°C; 0/20mV; 0/50mV; 0/100mV; 0/200mV; 0/500mV; 0/1V; 0/2V; 0/5V; 0/10V; 1/5V; 4/20mA (Tol:±1 °C; ±0,1 %FS; ±0,4 %RV)";Conforme
PLAST-60;CMAG0307;"X channel data logger - -40/+100°C; 0/20mV; 0/50mV; 0/100mV; 0/200mV; 0/500mV; 0/1V; 0/2V; 0/5V; 0/10V; 1/5V; 4/20mA (Tol:±1 °C; ±0,1 %FS; ±0,4 %RV)";Conforme
PLAST-60;CMAG0400;Micro-ohmmeter - To be defined (Tol:To be defined);Conforme
PLAST-60;CMAG0401;Caliper UNIVERSEL 0/150 mm (Tol:±0,01 mm);Conforme
PLAST-60;CMAG0402;"Thermohygrometer - 5/50 °C ; 5/95 %HR (Tol:±2 °C;±3 %HR)";Conforme
PLAST-60;CMAG0403;Flowmeter - 0/100 L/min (Tol:±0,6 %RV);Conforme
PLAST-60;CMAG0405;Pressure gauge PRESSION RELATIVE ;Conforme
PLAST-60;CMAG0407;Pressure gauge PRESSION RELATIVE Réformé (Tol:Réformé);Non conforme
PLAST-60;CMAG0408;Pressure gauge PRESSION RELATIVE 0/10 bar (Tol:±40 mbar);Conforme
PLAST-60;CMAG0409;Liquid flowmeter LIQUIDE 0 / 100L/h (Tol:±0,5% RV);Voir résultats dans Certificat
PLAST-60;CMAG0410;Liquid flowmeter LIQUIDE 0 / 100L/h (Tol:±0,5% RV);Voir résultats dans Certificat
PLAST-60;CMAG0411;Pressure gauge PRESSION RELATIVE 0/10 bar (Tol:±20 mbar);Conforme
PLAST-60;CMAG0412;Ruler - 0/1000 mm (Tol:±0,5 mm);Conforme
PLAST-60;CMAG0413;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0414;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0415;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0416;Thermocouple TYPE K Perdu (Tol:Perdu);Conforme
PLAST-60;CMAG0417;Thermocouple TYPE K Perdu (Tol:Perdu);Conforme
PLAST-60;CMAG0418;Thermocouple TYPE K Perdu (Tol:Perdu);Conforme
PLAST-60;CMAG0419;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0420;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0421;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0422;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CMAG0423;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CMAG0424;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0425;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0426;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0427;needle dial gauges / 0/50 mm (Tol:±0,01 mm);Conforme
PLAST-60;CMAG0428;needle dial gauges / 0/50 mm (Tol:±0,01 mm);Conforme
PLAST-60;CMAG0429;Dynamometer - 0/980 N (Tol:±0,2 N);Conforme
PLAST-60;CMAG0431;Pressure gauge PRESSION RELATIVE 0/10 bar (Tol:±20 mbar);Conforme
PLAST-60;CMAG0432;"Thermohygrometer - 10 at 50 °C (Tol:T°C : ±2 °C from 5 °C to 35 °C; HR % : ±2  % from 30 to 75  %)";Conforme
PLAST-60;CMAG0433;"Multimeter ANALOGIQUE ET NUMERIQUE 0/500 Ohm; 0/5 kOhm; 0/50 V DC; 0/500 mA DC (Tol:±0,1 Ohm; ±1 Ohm; ±20 mV; ±1 mA )";Conforme
PLAST-60;CMAG0444;Dynamometer - Perdu (Tol:Perdu);Voir résultats dans Certificat
PLAST-60;CMAG0445;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0446;Thermocouple TYPE K Réformé (Tol:Réformé);Voir document
PLAST-60;CMAG0447;Thermocouple TYPE K Réformé (Tol:Réformé);Voir document
PLAST-60;CMAG0448;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0449;Thermocouple TYPE K Perdu (Tol:Perdu);Voir document
PLAST-60;CMAG0450;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0451;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0452;Pyromètre infrarouge - 35/+350 °C (Tol:±3 °C);Conforme
PLAST-60;CMAG0453;Torquemeter - 0,2/+12 Nm (Tol:± 1%);Conforme
PLAST-60;CMAG0454;Pressure gauge PRESSION ABSOLUE 0/+2000 mbarA (Tol:± 10 mbar);Conforme
PLAST-60;CMAG0455;Pressure gauge PRESSION ABSOLUE 0/2000 mbar A (Tol:±10 mbar);Conforme
PLAST-60;CMAG0456;"Megohmmeter - 0/1000 MOhm;0/10000 MOhm;0/500 VDC (Tol:±3 %RV)";Conforme
PLAST-60;CMAG0457;Torque wrench REGLABLE 20/100 Nm (Tol:±4 %);Conforme
PLAST-60;CMAG0458;Torque wrench REGLABLE Réformé (Tol:Réformé);
PLAST-60;CMAG0459;Torque wrench REGLABLE 5/25 Nm (Tol:±4 %RV);Conforme
PLAST-60;CMAG0460;"X channel data logger - -40/+100°C; 0/20mV; 0/50mV; 0/100mV; 0/200mV; 0/500mV; 0/1V; 0/2V; 0/5V; 0/10V; 1/5V; 4/20mA (Tol:±1 °C; ±0,1 %FS; ±0,4 %RV)";Conforme
PLAST-60;CMAG0461;Pressure gauge PRESSION RELATIVE -150/+150 mbar (Tol:±1 mbar);Conforme
PLAST-60;CMAG0462;Pressure sensor - 0/300 mbar (Tol:±2 mbar);Conforme
PLAST-60;CMAG0464;Thickness gauge - 0/100 mm (Tol:±4 µm);Conforme
PLAST-60;CMAG0465;Thickness gauge - 0/100 mm (Tol:±4 µm);Conforme
PLAST-60;CMAG0466;Thickness gauge - 0/100 mm (Tol:±4 µm);Conforme
PLAST-60;CMAG0467;Thickness gauge - 0/100 mm (Tol:±4 µm);Conforme
PLAST-60;CMAG0468;Thickness gauge - 0/100 mm (Tol:±4 µm);Conforme
PLAST-60;CMAG0470;needle dial gauges / 0/50 mm (Tol:±0,01 mm);Conforme
PLAST-60;CMAG0483;Resistor - Réformé (Tol:Réformé);Conforme
PLAST-60;CMAG0484;Lever comparator - 0/50 mm (Tol:±0,01 mm);Non conforme
PLAST-60;CMAG0485;Lever comparator - 0/50 mm (Tol:±0,01 mm);Non conforme
PLAST-60;CMAG0486;Flowmeter - 0/6 ln/min (Tol:±1% FS);Conforme
PLAST-60;CMAG0487;Pressure gauge PRESSION RELATIVE -1/+3 bar (Tol:±1 %RV);Conforme
PLAST-60;CMAG0488;Pressure gauge PRESSION RELATIVE -1/+3 bar (Tol:±1 %RV);Conforme
PLAST-60;CMAG0489;Pressure gauge PRESSION RELATIVE -1/+3 bar (Tol:±1 %RV);Conforme
PLAST-60;CMAG0490;Pressure gauge PRESSION RELATIVE 0/10 bar (Tol:±1 %RV);Conforme
PLAST-60;CMAG0491;Pressure gauge PRESSION RELATIVE 0/10 bar (Tol:±1 %RV);Conforme
PLAST-60;CMAG0492;Pressure gauge PRESSION RELATIVE 0/10 bar (Tol:±1 %RV);Conforme
PLAST-60;CMAG0493;Torquemeter - 10/+350 Nm (Tol:± 1%);Conforme
PLAST-60;CMAG0494;Scope meter / To be defined (Tol:To be defined);Conforme
PLAST-60;CMAG0496;Resistor / To be defined (Tol:To be defined);Conforme
PLAST-60;CMAG0497;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0498;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0499;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0500;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0501;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0502;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0503;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0504;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0505;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0506;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0507;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0508;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0509;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0510;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0600;"Megohmmeter - 0/10 GOhm;0/200 GOhm;0/1000 VDC (Tol:±3 %RV)";Conforme
PLAST-60;CMAG0601;Depth gauge A COULISSEAU 0/200 mm (Tol:±0,01 mm);Conforme
PLAST-60;CMAG0605;Thermocouple TYPE K -50/+200 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0606;Thermocouple TYPE K -50/+200 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0607;Thermocouple TYPE K -50/+200 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0608;Thermocouple TYPE K -50/+200 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0629;Torque wrench tournevis 0,5/ 5 Nm (Tol:±6 %RV);Conforme
PLAST-60;CMAG0629-1;Torque wrench flescion 4/ 40 Nm (Tol:±4 %RV);Conforme
PLAST-60;CMAG0629-2;Torque wrench EXTENSION 10/ 100 Nm (Tol:±4 %RV);Conforme
PLAST-60;CMAG0629-3;Torque wrench EXTENSION 60/ 600 Nm (Tol:±4 %RV);Conforme
PLAST-60;CMAG0630;"Thermohygrometer - 0/35 °C; 70 % HR (Tol:±0,5 °C; ±3 %HR)";Conforme
PLAST-60;CMAG0631;Photogrammetry measurement device / 0/6 m (Tol:±0,01 mm);Conforme
PLAST-60;CMAG0631-01;Photogrammetry measurement device / 0/6 m (Tol:±0,01 mm);Conforme
PLAST-60;CMAG0631-02;Photogrammetry measurement device / 0/6 m (Tol:±0,01 mm);Conforme
PLAST-60;CMAG0632;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:±1 s);Conforme
PLAST-60;CMAG0633;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:±1 s);Conforme
PLAST-60;CMAG0634;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:±1 s);Conforme
PLAST-60;CMAG0635;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:±1 s);Conforme
PLAST-60;CMET0005;"Climatic chamber - -40/95 °C; 30/95% HR from 40 to 80 °C (Tol:±2 °C; ±5  %HR)";Conforme
PLAST-60;CMET0006;Climatic chamber - -40/+95 °C (Tol:±2 °C);Non conforme
PLAST-60;CMET0007;Speed sensor - Réformé (Tol:Réformé);Conforme
PLAST-60;CMET0008;Standard mass MESURE DE MASSE Approach device (Tol:Approach device);Voir résultats dans Certificat
PLAST-60;CMET0012;Climatic chamber - -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0013;Volumeter - 0/120 L (Tol:±1 %RV);Conforme
PLAST-60;CMET0014;Pressure gauge PRESSION RELATIVE Perdu (Tol:Perdu);Voir résultats dans Certificat
PLAST-60;CMET0015;Pressure gauge PRESSION RELATIVE 0/600 mbar (Tol:±6 mbar);Conforme
PLAST-60;CMET0016;Climatic chamber - -50/+110 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0017;Standard gauge - 3 mm (Tol:±0,3 mm);Conforme
PLAST-60;CMET0019;Volumeter - 0/120 L (Tol:±1 %RV);Conforme
PLAST-60;CMET0020;Volumeter - 0/120 L (Tol:±1 %RV);Conforme
PLAST-60;CMET0025;Scale NUMERIQUE 0/300 kg (Tol:±50 g);Conforme
PLAST-60;CMET0026;Pressure sensor - 0/10 bar (Tol:±20 mbar);Conforme
PLAST-60;CMET0027;Pressure sensor - 0/10 bar (Tol:±20 mbar);Conforme
PLAST-60;CMET0028;Pyramidal impactor - 30 J (Tol:±0,5 J);Conforme
PLAST-60;CMET0029;Temperature display - -40/+190 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0030;Temperature display - -40/+190 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0031;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0032;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0033;Pressure gauge PRESSION RELATIVE Réformé (Tol:Réformé);Conforme
PLAST-60;CMET0034;Pressure sensor - 0/10 bar (Tol:±50 mbar);Conforme
PLAST-60;CMET0035;Caliper UNIVERSEL Perdu (Tol:Perdu);Voir résultats dans Certificat
PLAST-60;CMET0036;Pressure gauge PRESSION RELATIVE -1/+3 bar (Tol:±30 mbar);Conforme
PLAST-60;CMET0037;Torque wrench REGLABLE 6/30 Nm (Tol:±2 %RV);Conforme
PLAST-60;CMET0038;Drop test TEST DE CHUTE 1,2/6 m (Tol:±1,3 %RV);Conforme
PLAST-60;CMET0039;Scale NUMERIQUE 0/600 kg (Tol:± 1%);Non conforme
PLAST-60;CMET0040;Climatic chamber - 30/70 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0041;Pressure sensor - 0/20 bar (Tol:±0,008 bar);Conforme
PLAST-60;CMET0042;Pressure sensor - 0/20 bar (Tol:±0,008 bar);Voir résultats dans Certificat
PLAST-60;CMET0043;laser / 270 / 1220 mm (Tol:± 10 mm);Conforme
PLAST-60;CMET0044;Scale NUMERIQUE 0/300 kg (Tol:±50 g);Conforme
PLAST-60;CMET0045;Thickness gauge - 0/100 mm (Tol:±4 µm);Conforme
PLAST-60;CMET0046;Thickness gauge - 0/100 mm (Tol:±4 µm);Conforme
PLAST-60;CMET0048;Speed sensor - 2/4,5 m/s (Tol:±1 %);Conforme
PLAST-60;CMET0049;Torquemeter - 0/+500 Nm (Tol:± 2% FS);Conforme
PLAST-60;CMET0050;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0057;Dynamometer - 0/196 N (Tol:± 0,5 N);Conforme
PLAST-60;CMET0058;Torque wrench REGLABLE 1,5/30 Nm (Tol:±4 %RV);Conforme
PLAST-60;CMET0059;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0060;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0061;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0062;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0063;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0064;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0065;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0066;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0067;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0068;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0069;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0070;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0071;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0072;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0073;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0074;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0075;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0076;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0077;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0078;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0079;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0080;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0081;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0082;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0083;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0084;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0085;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0086;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0087;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0088;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0089;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0090;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0091;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0092;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0093;Thermocouple TYPE K 0/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMET0096;Dynamometer / 0 / 5000 N (Tol: ±0,5% FS);Conforme
PLAST-60;CMET0098;Hotplate / 30 / 120 °C (Tol:±1 °C);Conforme
PLAST-60;CMET0099;"Thermohygrometer - 20°C (Tol:T°C : ±2 °C from 25 °C to 80 °C; HR % : ±2  % from 30 to 75  %)";Conforme
PLAST-60;CMET0101;needle dial gauges / 0/70 mm (Tol:±0,01 mm);Conforme
PLAST-60;CMET0102;needle dial gauges / 0/70 mm (Tol:±0,01 mm);Conforme
PLAST-60;CMET0103;Dynamometer / 0/100 Kg (Tol:±1%);Conforme
PLAST-60;CMET0107;mass PVC 1850 g (Tol:±5g);Conforme
PLAST-60;CMOY0001;"Multimeter ANALOGIQUE ET NUMERIQUE 0/600 Ohm; 0/6 kOhm; 0/60 V DC; 0/10 A DC (Tol:±0,3 Ohm; ±1 Ohm; ±40 mV; ±50 mA)";Conforme
PLAST-60;CMOY0002;Clampmeter - Approach device (Tol:Approach Device);Voir résultats dans Certificat
PLAST-60;CMOY0003;Multimeter ANALOGIQUE ET NUMERIQUE Approach device (Tol:Approach Device);Voir résultats dans Certificat
PLAST-60;CMOY0004;Détecteur de fuite Hydrogene 0 / 2000 ppm (Tol:±5 ppm);Conforme
PLAST-60;CNVH0001;"Tri axis accelerometer - ±20 g; 0-300 Hz (Tol:100mV/g ±5 %; <3 %RV)";Conforme
PLAST-60;CNVH0002;"Mono axis accelerometer - ±20 g; 0-300 Hz (Tol:100mV/g ±5 %; <3 %RV)";Conforme
PLAST-60;CNVH0003;"Mono axis accelerometer - ± 50 g; 0,5 - 10 000Hz (Tol:100mV/g ±10 %; <5 %RV)";Conforme
PLAST-60;CNVH0004;"Mono axis accelerometer - ± 50 g; 0,5 - 10 000Hz (Tol:100mV/g ±10 %; <5 %RV)";Conforme
PLAST-60;CNVH0005;"Mono axis accelerometer - ± 50 g; 0,5 - 10 000Hz (Tol:100mV/g ±10 %; <5 %RV)";Conforme
PLAST-60;CNVH0006;"Mono axis accelerometer - ± 50 g; 0,5 - 10 000Hz (Tol:100mV/g ±10 %; <5 %RV)";Conforme
PLAST-60;CNVH0007;"Mono axis accelerometer - ± 50 g; 0,5 - 10 000Hz (Tol:100mV/g ±10 %; <5 %RV)";Conforme
PLAST-60;CNVH0008;"Mono axis accelerometer - ± 50 g; 0,5 - 10 000Hz (Tol:100mV/g ±10 %; <5 %RV)";Conforme
PLAST-60;CNVH0009;"Mono axis accelerometer - ± 50 g; 0,5 - 10 000Hz (Tol:100mV/g ±10 %; <5 %RV)";Conforme
PLAST-60;CNVH0010;"Mono axis accelerometer - ± 50 g; 0,5 - 10 000Hz (Tol:100mV/g ±10 %; <5 %RV)";Conforme
PLAST-60;CNVH0011;"Mono axis accelerometer - ± 50 g; 0,5 - 10 000Hz (Tol:100mV/g ±10 %; <5 %RV)";Conforme
PLAST-60;CNVH0012;"Mono axis accelerometer - ± 50 g; 0,5 - 10 000Hz (Tol:100mV/g ±10 %; <5 %RV)";Conforme
PLAST-60;CNVH0013;"Mono axis accelerometer - ± 50 g; 0,5 - 10 000Hz (Tol:100mV/g ±10 %; <5 %RV)";Non conforme
PLAST-60;CNVH0014;"Mono axis accelerometer - ± 50 g; 0,5 - 10 000Hz (Tol:100mV/g ±10 %; <5 %RV)";Conforme
PLAST-60;CNVH0015;"Mono axis accelerometer - ±20 g; 0-300 Hz (Tol:100mV/g ±5 %; <3 %RV)";Conforme
PLAST-60;CNVH0016;"Impact hammer - ±2 kN (Tol:2,25mV/N ±15 %; <1 %RV)";Conforme
PLAST-60;CNVH0017;"Frequency calibrator - 1 kHz; 94 dB/114 dB (Tol:±0,2 dB)";Conforme
PLAST-60;CNVH0018;Preamplifier - 10/20 000 Hz (Tol:±0,2 dB);Conforme
PLAST-60;CNVH0019;Preamplifier - 10/20 000 Hz (Tol:10/20 000 Hz);Conforme
PLAST-60;CNVH0020;Preamplifier - 10/20 000 Hz (Tol:±0,2 dB);Conforme
PLAST-60;CNVH0021;"Microphone - 22 Hz/11,225 kHz; 20/70 dB (Tol:±0,7 dB)";Conforme
PLAST-60;CNVH0022;Preamplifier - 10/20 000 Hz (Tol:±0,2 dB);Conforme
PLAST-60;CNVH0023;"Microphone - 22 Hz/11,225 kHz; 20/70 dB (Tol:±0,7 dB)";Conforme
PLAST-60;CNVH0024;"Microphone - 22 Hz/11,225 kHz; 20/70 dB (Tol:±0,7 dB)";Conforme
PLAST-60;CNVH0025;"Microphone - 22 Hz/11,225 kHz; 20/70 dB (Tol:±0,7 dB)";Conforme
PLAST-60;CNVH0026;"Microphone chain / 22 Hz/11,225 kHz; 20/70 dB (Tol:±0,7 dB)";Conforme
PLAST-60;CNVH0027;"Multimeter ANALOGIQUE ET NUMERIQUE 0/600 Ohm; 0/6 kOhm; 0/60 V DC; 0/10 A DC (Tol:±0,3 Ohm; ±1 Ohm; ±40 mV; ±50 mA)";Conforme
PLAST-60;CNVH0028;Pressure sensor - 0/3,4 bar (Tol:±20 mbar);Conforme
PLAST-60;CNVH0029;Acoustic analyzer - Approach device (Tol:Approach device);Voir résultats dans Certificat
PLAST-60;CNVH0030;Stabilized power supply - Approach device (Tol:Approach device);Voir résultats dans Certificat
PLAST-60;CNVH0031;Amplifier - Approach device (Tol:Approach device);Voir résultats dans Certificat
PLAST-60;CNVH0032;Pressure sensor - 0/3,4 bar (Tol:±20 mbar);Conforme
PLAST-60;CNVH0033;"Tri axis accelerometer - ±500 g ; 2-5000 Hz (Tol:100mV/g ±10 %; <5 %RV)";Conforme
PLAST-60;CNVH0034;"Microphone - 94 dB/+ 114dB; 31,5 hz/+ 2KHz (Tol:±1,5 dB)";Conforme
PLAST-60;CNVH0035;Acoustic analyzer - According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CNVH0036;Strain gauge GAZ Fx, Fy kN –2,5 ... 2,5 Fz kN –5 ... 5 (Tol:±1,5 %FSO);Conforme
PLAST-60;CNVH0037;Strain gauge 3 AXES Fx, Fy kN –2,5 ... 2,5 Fz kN –5 ... 5 (Tol:±1,5 %FSO);Conforme
PLAST-60;CNVH0038;Strain gauge 3 AXES Fx, Fy kN –2,5 ... 2,5 Fz kN –5 ... 5 (Tol:±1,5 %FSO);Conforme
PLAST-60;CNVH0039;Strain gauge 3 AXES Fx, Fy kN –2,5 ... 2,5 Fz kN –5 ... 5 (Tol:±1,5 %FSO);Conforme
PLAST-60;CNVH0041;Strain gauge 3 AXES Fx, Fy kN –2,5 ... 2,5 Fz kN –5 ... 5 (Tol:±1,5 %FSO);Conforme
PLAST-60;CNVH0042;Tri axis accelerometer - ±2 g (Tol:±3 %RV);Conforme
PLAST-60;CNVH0043;Amplifier - Approach device (Tol:Approach device);Voir résultats dans Certificat
PLAST-60;CNVH0044;Amplifier - Approach device (Tol:Approach device);Voir résultats dans Certificat
PLAST-60;CNVH0047;Liquid flowmeter LIQUIDE Réformé (Tol:Réformé);Non conforme
PLAST-60;CNVH0048;Pressure gauge PRESSION RELATIVE 0/10 bar (Tol:±40 mbar);Conforme
PLAST-60;CNVH0049;Volumeter - 0/120 L (Tol:±1 %RV);Conforme
PLAST-60;CNVH0051;Scale NUMERIQUE 0/60 kg (Tol:±10 g);Conforme
